",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"1292,""Ovalle"",""No tiene con quien dejar a los niños"",""Diaguita"",""Mujer"",116,""2017"",4301"
"1293,""Padre Hurtado"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",20,""2017"",13604"
"1294,""Padre Hurtado"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",13604"
"1295,""Padre Hurtado"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",20,""2017"",13604"
"1296,""Padre Las Casas"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",80,""2017"",9112"
"1297,""Padre Las Casas"",""Estudiante"",""Mapuche"",""Mujer"",95,""2017"",9112"
"1298,""Padre Las Casas"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",348,""2017"",9112"
"1299,""Padre Las Casas"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",134,""2017"",9112"
"1300,""Padre Las Casas"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",94,""2017"",9112"
"1301,""Padre Las Casas"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",94,""2017"",9112"
"1302,""Padre Las Casas"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",130,""2017"",9112"
"1303,""Padre Las Casas"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",173,""2017"",9112"
"1304,""Padre Las Casas"",""No tiene interés en trabajar"",""Mapuche"",""Mujer"",52,""2017"",9112"
"1305,""Padre Las Casas"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",68,""2017"",9112"
"1306,""Padre Las Casas"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",130,""2017"",9112"
"1307,""Padre Las Casas"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",155,""2017"",9112"
"1308,""Padre Las Casas"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",224,""2017"",9112"
"1309,""Padre Las Casas"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",91,""2017"",9112"
"1310,""Padre Las Casas"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",21,""2017"",9112"
"1311,""Padre Las Casas"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",212,""2017"",9112"
"1312,""Paiguano"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",4105"
"1313,""Paiguano"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",98,""2017"",4105"
"1314,""Paiguano"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",40,""2017"",4105"
"1315,""Paillaco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",39,""2017"",14107"
"1316,""Paillaco"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",63,""2017"",14107"
"1317,""Paillaco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",84,""2017"",14107"
"1318,""Paillaco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",14107"
"1319,""Paillaco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",138,""2017"",14107"
"1320,""Paillaco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",14107"
"1321,""Paillaco"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",14107"
"1322,""Paillaco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",90,""2017"",14107"
"1323,""Paine"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",310,""2017"",13404"
"1324,""Paine"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",310,""2017"",13404"
"1325,""Paine"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",180,""2017"",13404"
"1326,""Paine"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",314,""2017"",13404"
"1327,""Paine"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",180,""2017"",13404"
"1328,""Paine"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",130,""2017"",13404"
"1329,""Paine"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",143,""2017"",13404"
"1330,""Palmilla"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",6306"
"1331,""Palmilla"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",6306"
"1332,""Palmilla"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",6306"
"1333,""Palmilla"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",13,""2017"",6306"
"1334,""Panguipulli"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",95,""2017"",14108"
"1335,""Panguipulli"",""Estudiante"",""Mapuche"",""Mujer"",7,""2017"",14108"
"1336,""Panguipulli"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",391,""2017"",14108"
"1337,""Panguipulli"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",14108"
"1338,""Panguipulli"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",7,""2017"",14108"
"1339,""Panguipulli"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",90,""2017"",14108"
"1340,""Panquehue"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",5704"
"1341,""Panquehue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",72,""2017"",5704"
"1342,""Panquehue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",201,""2017"",5704"
"1343,""Panquehue"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",5704"
"1344,""Panquehue"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",99,""2017"",5704"
"1345,""Panquehue"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",39,""2017"",5704"
"1346,""Panquehue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",211,""2017"",5704"
"1347,""Papudo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Aimara"",""Hombre"",25,""2017"",5403"
"1348,""Papudo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",126,""2017"",5403"
"1349,""Paredones"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",6206"
"1350,""Paredones"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",6206"
"1351,""Paredones"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",29,""2017"",6206"
"1352,""Parral"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",161,""2017"",7404"
"1353,""Parral"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",202,""2017"",7404"
"1354,""Parral"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",359,""2017"",7404"
"1355,""Parral"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",7404"
"1356,""Parral"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",220,""2017"",7404"
"1357,""Parral"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",194,""2017"",7404"
"1358,""Pedro Aguirre Cerda"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",144,""2017"",13121"
"1359,""Pedro Aguirre Cerda"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",293,""2017"",13121"
"1360,""Pedro Aguirre Cerda"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",487,""2017"",13121"
"1361,""Pedro Aguirre Cerda"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",501,""2017"",13121"
"1362,""Pedro Aguirre Cerda"",""Estudiante"",""Mapuche"",""Mujer"",166,""2017"",13121"
"1363,""Pedro Aguirre Cerda"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",111,""2017"",13121"
"1364,""Pedro Aguirre Cerda"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",100,""2017"",13121"
"1365,""Pedro Aguirre Cerda"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",72,""2017"",13121"
"1366,""Pedro Aguirre Cerda"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",277,""2017"",13121"
"1367,""Pedro Aguirre Cerda"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",632,""2017"",13121"
"1368,""Pedro Aguirre Cerda"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",166,""2017"",13121"
"1369,""Pedro Aguirre Cerda"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",111,""2017"",13121"
"1370,""Pelarco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",148,""2017"",7106"
"1371,""Pelarco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",34,""2017"",7106"
"1372,""Pelarco"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",7106"
"1373,""Pelarco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",9,""2017"",7106"
"1374,""Pelarco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",7106"
"1375,""Pelarco"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",7106"
"1376,""Pelarco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",73,""2017"",7106"
"1377,""Pelarco"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",111,""2017"",7106"
"1378,""Pelluhue"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",44,""2017"",7203"
"1379,""Pelluhue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",24,""2017"",7203"
"1380,""Pemuco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",42,""2017"",16105"
"1381,""Pemuco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",16105"
"1382,""Pemuco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",58,""2017"",16105"
"1383,""Pencahue"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",153,""2017"",7107"
"1384,""Pencahue"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",38,""2017"",7107"
"1385,""Pencahue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",79,""2017"",7107"
"1386,""Pencahue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",21,""2017"",7107"
"1387,""Pencahue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",35,""2017"",7107"
"1388,""Penco"",""Está esperando resultado de gestiones ya emprendidas"",""No pertenece a ningún pueblo indígena"",""Hombre"",79,""2017"",8107"
"1389,""Penco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",118,""2017"",8107"
"1390,""Penco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",111,""2017"",8107"
"1391,""Penco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",193,""2017"",8107"
"1392,""Peñaflor"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",383,""2017"",13605"
"1393,""Peñaflor"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",67,""2017"",13605"
"1394,""Peñalolén"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",363,""2017"",13122"
"1395,""Peñalolén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",184,""2017"",13122"
"1396,""Peñalolén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",1309,""2017"",13122"
"1397,""Peñalolén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",353,""2017"",13122"
"1398,""Peñalolén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",219,""2017"",13122"
"1399,""Peñalolén"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",75,""2017"",13122"
"1400,""Peñalolén"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",234,""2017"",13122"
"1401,""Peñalolén"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",178,""2017"",13122"
"1402,""Peñalolén"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",825,""2017"",13122"
"1403,""Peñalolén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",202,""2017"",13122"
"1404,""Peñalolén"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",224,""2017"",13122"
"1405,""Peñalolén"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",145,""2017"",13122"
"1406,""Peñalolén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",286,""2017"",13122"
"1407,""Peralillo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",6307"
"1408,""Peralillo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",31,""2017"",6307"
"1409,""Peralillo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",6307"
"1410,""Petorca"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",28,""2017"",5404"
"1411,""Peumo"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",30,""2017"",6112"
"1412,""Peumo"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",6112"
"1413,""Peumo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",110,""2017"",6112"
"1414,""Peumo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",230,""2017"",6112"
"1415,""Peumo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",144,""2017"",6112"
"1416,""Peumo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",149,""2017"",6112"
"1417,""Peumo"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",6112"
"1418,""Peumo"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",6112"
"1419,""Peumo"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",47,""2017"",6112"
"1420,""Peumo"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",32,""2017"",6112"
"1421,""Peumo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",272,""2017"",6112"
"1422,""Peumo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",54,""2017"",6112"
"1423,""Pica"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",123,""2017"",1405"
"1424,""Pica"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Quechua"",""Mujer"",40,""2017"",1405"
"1425,""Pica"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",123,""2017"",1405"
"1426,""Pica"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Aimara"",""Mujer"",123,""2017"",1405"
"1427,""Pica"",""No tiene con quien dejar a los niños"",""Aimara"",""Mujer"",163,""2017"",1405"
"1428,""Pica"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",1405"
"1429,""Pica"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Quechua"",""Hombre"",40,""2017"",1405"
"1430,""Pichidegua"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",33,""2017"",6113"
"1431,""Pichidegua"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",6113"
"1432,""Pichidegua"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",6113"
"1433,""Pichidegua"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",86,""2017"",6113"
"1434,""Pichilemu"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",47,""2017"",6201"
